ulasan,rating
Setelah update aplikasi malah sering not responding apk nya internet gaada masalah,3
Go food plus tidak memuaskan banyak yang toko yang tidak go food plus,3
Kenapa menu Pilihan gopay later belum munculpadahal tersedia limitnyaKenapa belum bisa digunakan gopaylaternya,3
Ini kenapa history alamat pengiriman jadi hilang semua yah  Mau kirim barang malah input alamat terus Akun ku sudah anak sultan padahal Tolong bantuannya,3
Makin di uprage makin aneh di apk sering nge lagtulisan pesanan masih dbkin eh tau2nya mamang drivernya udah djalan jadi kna omelan deh customer pdhal salah apk nyamasa jatuh tempo tgl 1 bulan depanmalah ditagih tgl 15 dari awal pemakaian limit mana telp2 mulu pihak sana nya pdhal jatuh tempo masih lama,3
Driver sering sengaja gak gerak agar kita yang mengcancel,3
Setelah upgrade paylaternya tidak bisa dipakai untuk beli pulsa dan paket data Sungguh mengecewakan,3
Bintangnya sy kurangi lag mulu ,3
Sebelumnya tidak ada masalah tetapi ketika saya berlangganan gofood plus promo yang ditawarkan langsung berbeda Biasanya pada jamjam tertentu akan ada promo besar bertanda kuning Namun setelah saya berlangganan gofood plus promo tersebut tidak pernah muncul lagi Bukannya mendapat keuntungan saya malah merasa dirugikan dengan berlangganan Mohon direspon atau ditindak lebih lanjut,3
kok aplikasi nya eror ya sekarang lemot mau pesen go ride atau go food juga susah tolong di perbaiki dong,3
Setelah diperbarui jadi sering ngelag setiap kali buka pasti ngelag,3
Kenapa sekarang SERING tidak menanggapiforce close Di devicehp baru loh ini kan kemungkinan bukan faktor devicenya to Titik alamat yg disimpan juga nggeser sendiri Udah diedit alamat pun selesai disimpan tetep balik nggeser lagi padahal apk nya dulu nggak gini deh Segera perbaiki ya ,3
Kadang ngelag dan tiba tidak menanggapi,3
Ywocd  Q,3
pada map ditekan titik lokasi tidak bisa langsung menuju dimana user berada tapi dilokasi yg jauh sekali jadi harus memilih manual dengan menggeser titik jemput,3
Bunga gopay pinjam gede masih murah shopee pinjam,3
Klo ada fitur alamat faforit hrusnya memudhkan malah nyusahin,3
Saya beli vocer gofood potongan 10rbtp di tagihan potongan hanya 6rbkecewa saya,3
Mungkin untuk gofood bisa dihilangkan fitur pengiriman bareng dengan pesanan orang lain biar nunggu nya ga terlalu lama,3
yg bener lah ngasih layanan gf plus tapi ga semua resto tuh gmna dahkecewa si gak kaya dluuu kita kan beli layanan mennn tapi gabisa kepake ke semuaa lucu nih lama lama,3
Tolong para driver klo udh di note buru2 karna telat berangkat kerja toh ya jalannya agak cepet dong bukan ngebut tapi agak cepet  Ini malah jalannya lelet bgt  Selalu kek gitu bikin kapok naek gojek,3
Sering troble mulu klo pesentiap pesen satu yg datang pasti 2 pesanan,3
Gojek masih kurang lengkap fitur penemuan warung makan yang dicari jauh banget dari grab yg udah lengkap kalau nyari makanan kadang digojek gak nemu wkwk,3
Hapus sistem order gabungan bikin lama aja ketauan udah laper juga,3
Kesel banget order makanan salah pencet gada konfirmasi pembayaran nya gimana maen konfirmasi ke resto nya aja mana belom masukin promo lagi gua  Sedih Emang paling bener pesen makanan di aplikasi oren aja si,3
Min tolong dong kalau buat jarak 5 km atau kurang pilihkan rute yg paling dekat seperti GMaps Masa dipilih yg tengah2 mana jalannya jelek banget dan pak Supir suka bingung kalau ga ikut rute di map gojek Buangbuang waktu buat konsumen muter2 bensin juga buat pak supir Tarif harga mau dinaikin silakan daripada ga jujur milihin rute,3
Ongkirnya mahal banget sekarang,3
Maaf saya mau komplain  Kenapa Sekarang kalo pesen go food dapet drivernya lama dan jauh  begitu makanan nyampe udah terlanjur dingin aduh jadi males ,3
kadang kadang,3
Tadinya saya kasih bintang 5  karena biasanya bisa lgsg tarik tunai dari aplikasi gojek sekarang harus instal aplikasi gopay  malah bingung  mana kluar nomor penarikannya lama banget lagi nggak secepat tarik tunai dari palikais gojek  tolonf Gojek perbaiki lagi  karena saya sudah sangat nyaman dan memudahkan saya ketika tarik tunai gopay dari aplikasi Gojek  terima kasih ,3
Untuk para personil gojek Tolong banget ni kenapa setiap buka aplikasinya kog susah banget padahal sinyal data juga bagus WiFi juga bagus tpi kog tetep susah amat sih,3
Terlalu mahall ga rekom ni gojek sekaramg lebih enak order di shoppe dari pada gojek banyak promonya sampai 60 promo di shopee,3
Kalo persen gofood estimasi restoran sama pengiriman nya terlalu lama Padahal restoran Deket,3
Kenapa di aplikasi Gomart tidak bisa pesan Rokok,3
Setiap mau bayar pake gopay gabisa malah jaringan internet terus  pedahal sinyal bagus bagus aja,3
Waduhkayanya gojek blunder nih masa pake gopaylater pembayaran 15 hari kedepan sedangkan para pengguna aplikasi gojek adalah para pekerja yg terima gaji 30 hari sekali ide nya siapa sihsama aja menjerumuskan supaya gojek di tinggal pengguna nya saya sebagai pengguna aplikasi gojek dan pilihan pembayaran pake gopaylater merasa terpukul ini ngga ada adil setelah saya pake aplikasi ini selama 3 tahun dan lancar2 saja tiba2 sekarang harus 15 hari di bayar cicilan nyakejam sekali,3
Setelah di update Aplikasinya skrg bsa chat sm resto tp mode buta gk pake peta lagi klo pesen mknn jd kita gk tau posisinya sdh dmn Hrsny jgn di hilngknjd kesannya kyk gk jls gk pasti dtg ny kapan kyk beli mknn keringpakaian di online shop Mana udh laperrr lama,3
Buat undangan balik nama akun gopartner min  Untuk khusus yg joki biar tetep bisa onbid  Terimakasih ,3
Eror terus gopaynya gk bisa di pakai,3
Payah nih aplikasinya Sering error,3
Mohon di kasih saran ke driver agar menjaga kebersihannya biar wangi langgannan senang,3
tiap kali transaksi pake gopaylater selalu muncul notif opss kami sedang gangguan  sampai brp lama gangguannya  sblmnya tdk pernah mengalami spt ini,3
Jarang promo dikota kecil ,3
Gak bisa aktifin gopay pinjam,3
Qman dn lancar,3
Kecewa bgt udah aktif gopaylater dgn limit 500k setelah di update versi baru sempat bingung mau bayar tagihan lalu bisa byr cicilanskrg mau coba beli kuota dgn paylater malah disuruh verifikasi data lg nama dan tgl lahir udah sesuai tgl lahir tp salah terus dari tahun 2023 ke 1984 itu jauh pegel jari klik nyaups tgl lahir salah lalu tgl lahir saya berapa dahlah hapus aja kecewa bgt,3
Habis update kenapa aplikasi nya jadi sering error ya,3
Kenapa skrg gak bisa atur limit gopay later Padahal sebelum di update masih bisa atur Itu membantu bgt buat usaha saya Skrg limitnya kecil Tolong dong balikin lagi limit saya atau tambahin dong limit saya,3
Gopay later kenapa gak bisa buat top up diamon game,3
Sejak jadi anak sultan aplikasinya malah sering nge hang,3
saya meminta bantuan tidak ada jawaban,3
Makin lama kok makin mahal Yg tunai diskonnya ditinggiin dong,3
Kecewa karena gopayletter saya tdk bisa di gunakan setelah di upgrade Padahal saya tdk pernah telat utk pembayaran,3
Sebenarnya gojeknya aman saja tapi sering ada telepon sehari ada 34 kali pas di angkat kayanya komputer bukan orang bilangnya selamat telah menggunakan gopay pinjam bla bla bla tolong dong suruh berhenti itu sangat mengganggu Setiap hari loh itu telp nya emang kalo pinjam gitu nomornya bakal di sebar trus di teleponin terus ya  Padahal pinjam juga ga pernah,3
Knp sih klw saya Mesan makanan dan Mesan Motormobil selalu lama x datang ny sampai2 mw saya cancel,3
Gmn sh cara hapis riwayatnya Susah amat ,3
Dari Bintang 5 saya turunin jadi Bintang 3 Karena skrg pelayanan dari Drivernya sdh tidak sebaik dulu Bahkan cenderung Sombong seperti tidak butuh Dan menolak rezeki Klo orderan tidak sesuai keinginan driver,3
Cukup bagus hanya saya suka menemukan no mobil tidak sesuai dg yg terdaftar dan byk gocar yg minta di cencel dgn alasan kejauhan dan driver minta customer yg meng cencel sdangkan kalo customer yg cencel akan kesusahan dpt gocar pengganti krn tercatat pernah mengcencel pesanan pdhl permintaan driver,3
Mungkin menu pembatalan lebih disederhanakan lagi membingungkan mau batal pesanan lumayan ribet sekali terima kasih,3
Biaya aplikasi nambah tapi diskon paylater yang diperbanyak jadi makin kurang demen,3
Halo Sekarang ini order melalui gofood memakan waktu yg sangat lama hampir 1 jam 15 menit  sudah kelaparan hampir pingsan ,3
Sangat mengecewakan Saya pesan makan Uda kepesan malah tiba gk bisa dibuka aplikasinya Ditungguin sampai 30 menit juga gk bisa terbuka Terpaksa masak mie Ehh mie nya abis abang gojeknya datang makan pesanan,3
not badkarna tidak ada yang sempurna selain allah swt,3
Giliran isi saldo gampang giliran dipake buat bayar tagihan susah bener dah ada ajah gangguan sinyal apalah,3
Maaf kak apa masih bisa dibantu ingin ganti nomer baru tapi pinya lupa kondisi sudah terlog out terima kasih,3
Tolong gojek Untuk armada gocar diperbaiki lagi Masa saya pesan yg XL kursi penumpang hanya 2 2 lagi di belakang sering dicopot sama supirnya Ga ada kursi belakangnya Bukan sekali dua kali Padahal ongkosnya mahalan yg XL dari yg biasa Tp jumlah kursinya sama aja kayak yg biasa,3
Tolong bug nya benerin masa saya dmn gofood saya di dmn,3
Gofood ongkir 24rb masa sambil ngedrop pesanan lain yg searahemang sekarang gini yakeburu laperrr ga nyampe2,3
Tambahahal,3
Kemari sebelum gojek update gojek masih bisa top up tanpa memerlukan kuota sekarang pas udh update ternyta udh ngabisa padah pang di keadaan darurat pas ga ada kuota saya jadi bisa buat top up gopay buat lakukan pembayaran paket data di apk kartu saya tpi setelah ga bisa jadi males harus punya kuota dulu baru bisa bukan fitur top up di gojek,3
Kenapa go tagihan paket internet tidak tersedia buat hari ini,3
Kenapa aflikasi ini susah di guna kan Ahir Ahir ini setiap mau order apa pun aflikasinya kluar sendiri,3
Jengkel muncul terus,3
Tolong dong driver gofood nya sering kali membatalkan orderan secara tidak jelas alasannya sudah nunggu sampe berjam jam tapi tidak datang dan malah membatalkan pesanan,3
Kemahalan biaya jasa sm bungkus di gofood,3
aplikasi berhenti mulu kebanyakan animasi bagus kagak ngeleg iya,3
sangat membantu sekali,3
Map sering berpindah sendiri aplikasi lambat,3
Update mulu lu tiap mau bayar gopaylater mesti update mulu nyusahin,3
Saya sudah menggunakan gojek kurang dari 4 tahun tapi saya sangat kurang suka dengan sistem loginmasuk akunnya dengan menggunakan nomor padahal kalau nomor telepon salahatau lupa pasti ribet dengan mengatasinya make di batasi segala Tolong lah kalau login di kasih alamat email aja biar tidak ribet Saya harap bisa di kasih metode login menggunakan email pliss,3
Habis update ini ui nya memang lebih bagus tapi app nya jadi sering crash semoga bisa diperbaiki,3
Ini aplikasi napa yak suka ngeleg sendiri pdhl dah di updet G jelas,3
Kenapa ya klo mau bayar qriss selalu ada kata pembayaranmu sedang gangguan,3
Kenapa skrng jadi muncul iklan trus Trus ga bisa berhenti in di pengaturan,3
Kok download bukti transaksi gofood diklik tombol download gak mau ya,3
Masa untuk pinjaman dapat tapi paylater ngga bisa gotorp50,3
Aplikasinya lemot parahhhhh Kadang abis beli tiket KRL udah di aktifin lokasi gak pernah di matiin masih disuruh aktifin lokasi lagi sengaja standby gak keluarin apk gojek biar langsung kebuka QR nya malah masih suruh aktifin lokasi,3
promonya susah cm buat driver dan promo nya tetap sj mahal,3
Karena saya tertarik dengan aplikasinya yang mudah di mengerti,3
GOJEK update makin sini makin lag padahal hp saya terbilang mumpuni terkadang suka malas saya kalo lag lag seperti ini,3
Kok sekarang aplikasi gojek sering nge hank sih  kalau di buka lama gitu pasti nge hank harus diclose dulu baru bisa dipake lagi pls cari tau dong kendalanya apa,3
Kok aplikasi gojek skrg suka ngadat  Udah di update pun ttp masih ngadat Suka ngelag nnti dsruh ttup aplikasi,3
Keren cuma ada 1 kendala yaitu jika membeli pulsa terkadang harus nunggu 24 jam padahal di butuh kan nya saat mau di beli ,3
Sering lambat aplikasinya harus di ulang kalau mau pesan Gosend,3
Kg Ooulllulullluuulul,3
Pas Pesan Makanan Ongkirnya Tambah Mahal Ditambah Ada Biaya Jasa Aplikasinya Makin Tambah Mahal,3
Eror apk nya padahal lagi laper pingin gofood,3
Setelah diupdate kok sering banget ngelag ya Padahal aku pakai koneksi wifi pribadi dan memory Ram 12GB Gedhe Tolong perbaiki aplikasinya kak error Mulu baru beberapa menit buka aplikasi langsung error lagi,3
Untuk gojek saya tidak bisa menambahkan metode pembayaran gopay di play store padahal saya sudah menghubungkan tetapi masih tidak ada metode pembayaran gopay,3
Nggx bisa berubah dana yg udh di pesan walaupun ganti tujuannya,3
Kasih bintang tiga dulu,3
Driver mobil masih banyak yang jutek titik jemput dekat tapi pada minta cancel Untuk driver ojek sudah bagus,3
Aku mau ganti no HP gara gara ilang di persulitkan padahal mau bayar paylatter haeduhhh,3
gajelas giliran ada promo susah mesen nya,3
Gopay latter ga bisa di pake padahal jatuh tempo masih jauh limit masih banyak ,3
saya udah tf gopay jaringan lemot sekali ga dpt2 driver smpk telat saya ke acara,3
sulit bngt mendapatkan driver,3
Sedikit sulit dlm mencari lokasi menetukan titik rmh sendiri pun gak bisa sampai hr ini,3
Terlalu banyak merubah tataletak fitur dan terkesan berantakan tdk user friendly,3
Aplikasinya sebenarnya bagustapi ada yang bikin saya tidak nyaman dan kecewa pada metode pembayaran scan awalnya pembayaran scan bisa dipake tapi pas saya mau pake lagi gk bisa malah keluar peringatan  wahaplikasi belum bisa lanjutmungkin fiturnya belum ada buat kamu atau aplikasi perlu di update dlu Saya udh update tapi masih aja gk bisa dipake Knp yaaa kok bisa gtt,3
setelah update kenapa g bisa cek posisi driver dimana,3
Kok udah gak promo gojek lagi sihh Sangat di sayangkan gk ada promo ongkir lagi,3
Mencoba dlu,3
GIMANA SIH gojekkk sebelum saya upgrade gopay later bisa digunakan seperti biasanya tapi kenapa setelah di upgrade gaK bisa digunakan gopay laternya padahal limit tersedia NGACOO  lebih enak gopaylater yg sebelumnya limit ada mudah digunakan,3
Aplikasinya selalu ngfreeze,3
Sistemnya kurang memuaskan driver masih antar penumpang tapi bisa terima pesanan baru jadi nunggunya lebih lama sistemnya perlu diperbaiki,3
Servernya errooooorrr mlulupelayanan sih okekenapa saya tida bisa mengakses gojek Tidak ada masalah dengan ruang pwnyimpanannya Dan hp saya mendukung aplikasi Sebetulnya dr awal sdhbterinstall tp sejak 2 hari lalu mulai tidak bisa d gunakan,3
Hari ini tarif GoJek naik 90 Gila akhirnya beralih ke MAXIM ,3
semua bagus tapi tarifnya sekarang mahal,3
ah jd jelek masa gopay letter di update bukan nya jadi bagus malah  dibikin 2 periode udh bener pembayaran tiap akhr bln pas org gajian klo tgl 15 siapa yg gajian Balikin lg kyk awall Dah gitu abis update limit nya malah jd turun bukan naik pdhl tiap bulan slalu pake dan gk prnh telat bayarr kecewa setelah update bukan tambah enakin customer malah download grade,3
Kalah sama si iben dia bisa beli makanan naik pesawat masa gojek kalah sii payah,3
APLIKASI KOCAK DRIVER NYA OGAH2 AN GAK ADA YANG MAU NERIMA ORDERAN AMPE TELAT NIII GAK ADA JG YANG MAU AMBIL,3
Memudahkan aku banget sih apk ini tp akhir2 ini kenapa jd sering eror apk gamau berjalan Padahal apk ku yg lain dibuka baik2 aja Hampir aja aku ketinggalan krl gara2 masalah eror ini Tolong kebijakannya lbh lanjut,3
plis gojek skrg ongkirnya mahal bgt ga kira kira ,3
GOJEK SEKARANG LAMA BGT Order pakai mode biasa aja bisa 1 jam apalagi mode hamat Bisa 2 jam Buat apa order online kalo lama gini kita order online karna biar cepat,3
Gotransitny tidak bs dipakai padahal di daerah saya ada prameks tp tdk masuk cakupan pembelian tiketnya,3
Driver car terlalu sombong ga mau ambil order argo pendekudah gitu ngejelasin titik jemput aj susah banget ga mau ribet drivernya,3
Promo gofood sekarang dikit gak kayak dulu padahal selalu langganan bulanan ,3
Biasanya kita bisa memantau pergerakan driver ketika mengambil makanan dan mengantar makanan skrng kok ga bs lg lihat Sm saja membuat driver bisa curang dan main dua kaki Klo g di update system pantau yg order terhadap driver bs kacau Makanan tambah lama dateng nya,3
Kenapa sih dari kemarin sy buka aplikasi gojek malah keluar sendiri terus Saya kasih bintang 2 dulu kalo sudah normal sy kasih bintang 7,4
Bagus,4
Lokasi harus cepat diupdate,4
Bagus,4
Semoga selalu menjaga protokol kesehatan dan memberi promo terusselalu mengutamakan keselamatan dalam mengemudi,4
Bermanfaat,4
Sangat membantu dalam kehidupan sehari  hari,4
Top up bisa dari semua walet dengan pakai kode QR Sebab kebanyakan orang punya lebih dari satu wallet,4
Mudah,4
y ev cz58425 xc t Exfx gawx WeeSC yg u bytlary lo,4
Setelah update kok nggak bisa dibuka,4
Mudah aman,4
Sangat mudah dalam penggunaan dan aman,4
Semoga dapet bonuss banyak aamiin,4
Sudah hampir 2 tahun gopaylater di bekukan di blokir chat CS sudah gak ke hitung tetep aja akhir cuma 1 cara uninstal,4
Overall membantu pergerakan saya lewat Goride atau GoCar Hanya saja driver pasti tidak mau ambil kalo pilih yang pake Gocar atau Goride hemat Padahal dengan tambahan voucher jadi meringankan sekali Bagi saya yang sering juga mengandalkan Gosend untuk bisnis Jadi percuma Sebaiknya one system aja gak usah pilih pilh kayak gitu Customer udah seneng tapi driver ndak ada yang mau ambil,4
Sangat membantu,4
Kenapa sih harus update lg ky mau ambil kota kita ya,4
Terima kasih gojek,4
Mayan berguna,4
Sangat terbantu,4
Pesen gofood udah ga ti driver otomatis tiga kali terus dibatalin sistem Padahal udah nunggu hampir sejam Gak ada solusi lain apa selain ngerugiin customer,4
Ini kenapa ya setelah saya update saya enggak dapat cash back padahal udah pakai promo Saya beli paket data Rp 100000 dan promo dapat cashback Rp 11000 tapi ga masuk cashback nya kenapa gitu ya,4
Ok,4
Selama saya pakai selalu tepat waktu jemput Cuma titik jemputnya agak susah menentu kan lokasi sendiri ,4
Aplikasi yg simple dan mudah digunakan,4
Aplilasi gojek tidak bisa di buka dan di gunakan,4
Mantap,4
Cepat dan ramah,4
Ok la segini dulu,4
Ok,4
Kepada admin gojek  Saya mau tanya  kenapa akses gopay pinjam saya statusnya dalam pengecekan trus  sudah beberapa hari  Apakah ngebug ,4
Gotik apakah tak ada lagi,4
Baguz,4
Baik dan cepat layanannya,4
Bagussss,4
Bagus,4
Kadang lama datang nya,4
Sngt baik se cuma sdikt hrus di perbaikim sja,4
Yg penting drivernya ramah dan sabar aja sih udah oke,4
Cukup puas,4
Bagustingkatkan lagi,4
Memuaskan,4
Aplikasi nya sejauh ini nyaman cuma saya sarankan buka cabang di beberapa kota Indonesia bagian timur juga seperti Flores pasti langsung melejit pengguna yang mendownload aplikasi ini,4
Ok,4
Gojek mantap,4
Pedaeh urung di update dadi kayong jail meng drivere lokasine ngawur padahal wes karo gps urip jan,4
Tarif bersaing dengan aplikasi serupa,4
Ok,4
Maaf knpa sekarang klo pilih titik lokasi slalu geser yah Padahal udh dipas2in sma ttiknya tpi stiap pengiriman tau beda titik sering banget dimrahin sma ojolnya pdhal udh dikasih kterangan jugacatatan patokan alamat kan bingung ya pdhal udh brusaha ssuai ttik tpi sllu sprti itu gmna ini,4
Bagus tapi malas karena harus update terus,4
sopan dan sabar,4
Bagus,4
Bagusdan membantu saya juga banyak promo saat baru baru mendaftar,4
Kadang pemahaman pemotongan ato diskon masih kurang jelasmungkin lbh spek lg terima kasih,4
Cepat nyamanlah,4
Tolong gomart Kerjasama dengan superindokarena sy sering bli ayam kampung bebek dll disitukerjasama seperti toko dagingikansayur dll Bayar paylater hehehe,4
Ok keren,4
Jauh ebih baik di banding grab,4
Ok,4
Suka pakai gojek Pak sopirnya ramah santun,4
solusi untuk tidak ada uang tunai,4
Mau 4 aja,4
Tolong tenor pinjamannya di perpanjang,4
Sudah bagus,4
ok,4
Baikk,4
Bagus,4
Pelayanan yg bak  adalah bisnis yg baik ,4
Sangat membantu sekali,4
Wsw si urqyws,4
aplikasi sering error Mohon diperbaiki yah,4
promonya sepi,4
Maaf sy jarang pergi krn lagi bokek ngandalin Gokar driver akunnya juga Ga jadi ngejob oflenpun Sepi pol krn Bospada Aneh Cari yg Termurah dr yg murah,4
Salah posisilokasi saya discount ga terpampang jelas jadi kelewat,4
Oke lah cukup,4
Bagus,4
Tolong percepat pengembalian dana saya saya sangat butuh duit itu untuk beli obat untuk adek saya yg sedang sakit parah,4
Sangat terbantu terimakasih ,4
Perjalanan sesuai kebutuhan,4
Oke,4
Masih suka sebenar nya tpi,4
Tidak ada yg sempurna karena kesempurnaan hanya milik allah,4
Cukup membantu di kala lg butuh transportasi,4
Make me Power you are a few minutes to get away for me,4
oppo f1 s,4
Baik,4
mantap,4
apakah gojek selalu myeyediakan jas hujan tolong di bantu untuk di jawab,4
Kak kenapa gopay saya tidak bisa dibuka dan ada terdaftar hp vivo sedangkan hp bukan vivo,4
Emang skrng bisa ambil 2 orderan yg satu arah ya Jadi lama bgt nunggu orderan datang dan skrng jg saya ngerasa nambah lama nympeny entah itu 1 atau 2 orderan pdhl jaraknya deket gofood,4
Sangat senang sekali murah sesuai tujuan dan ramah tidak terlalu lama menunggu,4
Nice,4
Terus berinofasi,4
Ongkir ny mahal,4
Ok,4
Bisa beli makanan yg enak2,4
Semangat  Upgrade selalu,4
Tepat waktu dan selamat sampai tujuan dan tidak telat masuk kerja,4
Terima kasih abang gojek semoga banyak orderan ya,4
Terimakasih,4
Sejauh ini pelayanannya lumayan bagus Kalau bisa lbh semakin ditingkatkan agar semakin baik di mata para konsumen,4
Aplikasi nya bagus  wajib di coba cocok buat kaum mager cuman mesen bayar terus tinggal ambil dah pesanan nya sekian terima gaji ,4
Lemot saiki,4
Mantap sekali,4
Oke better,4
Lumayan,4
Lebih mantap kalo banyak promo hehe,4
oke,4
Biaya admin dan gojek nya agak mahalan,4
Mau buat pembayaran nunggu terus,4
1 Ok Bisakah nomor telp yang menghubungi Pelanggan dari nomor yang sama 2 Panggilan tidak muncul nomor  hanya nada dering saja tidak bisa dieksekusi 3 Jika panggilan yang hanya berupa nada dering tidak dijawab maka beralih ke HP lainnya meski sudah dipakai oleh orang lain Poin 23 sangat mengganggu,4
Oke,4
Gk bs buka gojek beberp hari pdhl udh updatesisa saldo hilang dh,4
Promonya di banyakin lagi ya,4
Gojek sangat membantu saya dalam beraktifitas Tapi sangat mengecewakan akhirakhir ini Gopay saya sudah 2 kali di debet lebih dr jumlah tertagi dan tidak diganti atau dikreditkan kembali Sangat mengecewakan,4
Oke,4
Udah install sering pake jg masih sering muncul iklanpromo segala bikin eneg,4
semakin praktis tapi koq kebanyakan biaya lain,4
Gopay laternya tolong dibenerin ya Masa Setiap kali mau bayar tagihan selalu perbaikan Selalu lo itu saya harus nyoba 10x setiap waktu mau pembayaran Tolong perbaiki,4
Terimakasih sangat membantu menggantikan peran saat tidak bisa jemput orang terdekat,4
Ok,4
Saya top up data ga bisa Mulu knp ya,4
Membantu sekali,4
Lebih mudah dan murah,4
Apk ada masalah apa Taransfer antar bank gk bisa Kenadalanya apa ini ,4
Pelayanan bagus,4
bagus sangat membantu,4
Mau kasi bintang lima tapi saya tidak bisa ditelpon sama driver karena option tanda telpon tidak muncul di hpku,4
Apa GoTix sudah tdk ada,4
Abs d upgrade mlh ga jelas aplikasi ny Pas d buka balik lgi sprti pmula,4
Bagus,4
Sangat sopan dan cepat jemputanya,4
Sulit dibuka ,4
butuh bgt gojek Ampe wilayah bandar batang tapi kok gabisa,4
sejauh ini masih bagus,4
ramah pengemudi ny,4
Aku sih slalu pake gojek So far so good,4
Adanya gojeg sangat membantu,4
Sekarang aga lama yaa dapet drivernyaga kaya dulu,4
Sejauh pemakaian ini oke aja,4
Good app,4
penempatan titik kadang tidak sesuai mendapat driver yang jarak 2x perjalanan yg mana driver ada di titik antar dan customer ada di titik yg sebaliknyakasian drivernya,4
Top deh,4
Terus tingkatkan,4
mantap saya belum pernah kecewa dengan gojek,4
Semoga bisa pake dana hahaha Sekian,4
Menu kok pake bahasa inggris,4
oke,4
Kenapa sekarang di gojek gada gotik Padahal memudahkan banget buat nonton bioskop yg gamau antri beli tiket  Tolong dong gojek Adain lagi gotix nya ,4
iklan,4
Alhamdulillah selama Makai aplikasi ini baik saja dalam gojek atau gofood,4
lokasi udah bener tapi algorithm mapsnya ga tepat bli nya kurang bisa nangkep lokasi persis nya karena cuma ngikutin maps dari gojeknya Hehehe meski deket tapi actual jalan masuk lokasi ga lewat jalan terdekat,4
Kanapa gofood sekarang estimasi waktu nya jadi lama ya Keburu kelaparan,4
MashaAllah,4
senang aplikasi ini buat promo diskon 50 persen ya ,4
Banyakin lagi promonya ehehe,4
Tambah promo nya lagi,4
Sangat membantu untuk kirim barang dalam kota ataupun sarana transportasi,4
Sippp,4
Semoga Aplikasi Gojek makin sukses dalam memudahkan pelayanan Aamiin,4
Pagi paknapa gopay liter sy diblokir ya,4
Banyakin lagi promo dan diskon nya yaa,4
Sangat membantu sekali,4
Sangat membantu terutama di voucher  cuma saya tidak bisa GopayLater tp voucher yg banyak itu yg sistem pembayaran nya GopayLater ,4
Seneng bisa lancar sampai rumah,4
gopaylater saya tiba2 di blokir tanpa sebab padahal pembayaran selalu tepat waktu dan jumlah selalu sesuai tidak ada penjelasan dari cs terkait alasan kenapa aku saya di blokir,4
Fitur chatnya sering lelet bangeet Chat dikirim kapan nyampenya kapan Jadi sering salah paham sama driver Fitur call juga sering nggak ada suaranya  Aplikasi juga suka tibatiba ngebug harus ditutup dan dibuka ulang Fitur real time juga lamban titik jemput sering nyasar jauh Ribet deh jadinya,4
sering eror buat titik penjemputannya udah ada opsinya dsh di klik tp tetep gabisa kepilih itu,4
Tagihan gopaylater udh bisa bayar bebas cuma masih ribet kenapa hrs tertulis tagihan berikutnya trs hrs ketik nominal mau bayar untuk bln apa jg ga adahrs nya ketika di klik untuk 2 bln ke depan langsung nominal jumlah muncul sama buat bln berapa sama berapa masih hrs nunggu muncul tagih nya tetep klo gini kecuali klo mau di lunasin mngkn bisa,4
Perbaiki yang maps nya kadang abang gojek waktu jemput saya dilewatin jalan buntu,4
Kadang kok sering error yaa Ganggu bgt,4
Promonya sedikit,4
GoodApps,4
Kenapa aplikasi gojek saya terus minta aktifkan lokasi padahal google mapnya udah aktif Menu gofoodnya ga bisa di buka,4
Mohon bantuannya cara ubah data gopay pake kt pribadi soalnya gopay nya atas nma istri sya,4
Banyakin promo auto bintang 5,4
Bagus,4
Baik,4
Ok mantap,4
masih sering eror ni aplikasi,4
Teruntuk Developer mohon untuk para drivers lebih diperhatikan lagi mungkin bisa kembalikan program Pencapaian bonus setelah beberapa trip Karena mereka berusaha mencari nafkah demi keluarganya Sukses GOTO,4
Kenapa saya tidak bisa mengubah nama profil gopay saya,4
Just use it,4
Apl sudah lumaya Cuma kenadala pada driver nya sekarang pada songong2 banget Entar ada orderan banyak milih2 kalau tak ada orderan mengeluh Entah apa mau driver sekarang Ngomong juga kasar lagi huhhhhh,4
Sekarang gojek mahal biaya aplikasinya dan ongkirnya,4
Bagus dan keren,4
maaf kak go transit nya kok ga bisa yaa,4
Maunya harus diperbaiki lagi,4
bagus sii tapi kenapa ya pas mau setting pin gopay nya itu ga dapet kode otp nya sy nunggu sampe pegel juga ga dapet notif juga dari gojeksaran sy si kirim kode otp nya lebih cepat pake gmail aja gausah pake whatsapp thanks,4
Mantap,4
Tolong yah buat driver dikasih kelengkapan yang bagus masa saya perjalanan goride 1 jam an sambil pegangin helm takut lepas atau kabur karena penguncinya rusak makasih,4
Mantap,4
Kasih bintang 4 selama download aplikasipenjemputan tidak pernah telat semoga selalu disiplin untuk para drivernyamantapsalam satu aspal,4
Alhamdulillah wasyukurlilah makasih,4
Good,4
Praktis,4
Gojek tolong dong di go food tambahkan lebel halalnya jd sy sebagai muslim gk salah order resto,4
Mantaaab respon cepat,4
Tapi susah untuk dapat titik jemput yg tepat alamat susah diedit,4
Oke,4
Mudah dn cepat,4
Kenapa aplikasi gotix nya tidak ada lagisusah kl mau pesan tiket nonton bioskop KL tidak ada,4
knp aplikasi gojek saya kadang ngak bsa di buka kadang bisa lebih sering ngak bsa di buka,4
Mantap,4
Ok,4
bayar gopaylater nya lama harus nunggu 25 hari,4
